Reference;LeftContext;Keyword;RightContext
05 - À un dîner d'athées;dont elles meurent. Mais la comtesse de;Savigny;ne m'avait jamais produit l'effet d'être une de ces
05 - À un dîner d'athées;être une de ces femmes -là ! --;Ah;! ce n'est pas ce que vous croyez qui me fait
05 - À un dîner d'athées;! Oh ! non ! je hais trop;Serlon;en ce moment pour ne pas, malgré sa trahison, l'
05 - À un dîner d'athées;. Mais il ne s'agit pas de;Serlon;, docteur, reprit -elle avec énergie, en me découvrant tout
05 - À un dîner d'athées;profond. Il s'agit du comte de;Savigny;. Je ne veux pas, quand je serai morte, que
05 - À un dîner d'athées;je serai morte, que le comte de;Savigny;passe pour l'assassin de sa femme. Je ne veux pas
05 - À un dîner d'athées;que cette tache reste sur ce nom de;Savigny;, que j'ai porté. Oh ! s'il ne s'
05 - À un dîner d'athées;Eulalie dans une des oubliettes du château de;Savigny;, et il n'en aurait plus été question jamais ! Mais
05 - À un dîner d'athées;V..., la dernière ville noble de;France;! Et touché de cela plus peut- être que je n'aurais
05 - À un dîner d'athées;ailes ! » J'étais épouvanté... --;Mais;, -- fis -je, -- si c'est vrai ce que
05 - À un dîner d'athées;le bonheur de ces gens -là. --;C';est un désordre ou c'est un ordre, comme il vous
05 - À un dîner d'athées;il vous plaira, -- répondit le docteur;Torty;, cet athée absolu et tranquille aussi, comme ceux dont il
05 - À un dîner d'athées;profond, et qui dure toujours ! «;Et;croyez que je l'ai bien étudié, bien scruté, bien
05 - À un dîner d'athées;qui serait une excellente et triomphante plaisanterie du;Diable;contre Dieu, s'il y avait un Dieu et un Diable
05 - À un dîner d'athées;s'il y avait un Dieu et un;Diable;! Après la mort de la comtesse, je demeurai, comme
05 - À un dîner d'athées;le pensez bien, en bons termes avec;Savigny;. Puisque j'avais fait tant que de prêter l'appui de
05 - À un dîner d'athées;, ce fut d'abord le deuil de;Savigny;, lequel dura les deux ans d'usage, et que Savigny
05 - À un dîner d'athées;les deux ans d'usage, et que;Savigny;porta de manière à confirmer l'idée publique qu'il était le
05 - À un dîner d'athées;personne ne sut qu'il avait gardé à;Savigny;Eulalie, la cause involontaire de la mort de la comtesse et
05 - À un dîner d'athées;ne sut qu'il avait gardé à Savigny;Eulalie;, la cause involontaire de la mort de la comtesse et qu'
05 - À un dîner d'athées;passion insensée que j'avais toujours soupçonnée dans;Serlon;. Aussi ne fus -je nullement surpris quand un jour, en
05 - À un dîner d'athées;je rencontrai un domestique sur la route de;Savigny;, à qui je demandai des nouvelles de ce qui se passait
05 - À un dîner d'athées;au château, et qui m'apprit qu';Eulalie;y était toujours... À l'indifférence avec laquelle il me dit
05 - À un dîner d'athées;et des précautions de la vie ?...;Hauteclaire;, que je supposais plus forte de caractère que Serlon, Hauteclaire
05 - À un dîner d'athées;que je supposais plus forte de caractère que;Serlon;, Hauteclaire, que je croyais l'homme des deux dans leurs
05 - À un dîner d'athées;supposais plus forte de caractère que Serlon,;Hauteclaire;, que je croyais l'homme des deux dans leurs rapports d'
05 - À un dîner d'athées;épouvantable, son mariage avec le comte de;Savigny;? Cette idée ne m'était pas venue à moi, si
05 - À un dîner d'athées;, en cet instant de mon histoire.;Hauteclaire;Stassin, fille de ce vieux pilier de salle d'armes,
05 - À un dîner d'athées;en cet instant de mon histoire. Hauteclaire;Stassin;, fille de ce vieux pilier de salle d'armes, La
05 - À un dîner d'athées;fond en pantalon collant, -- comtesse de;Savigny;! Allons donc ! Qui aurait cru à ce renversement, à
05 - À un dîner d'athées;au bout des deux ans du deuil de;Serlon;, la chose se fit brusquement, le coup de foudre de
05 - À un dîner d'athées;, en ces deux ans du deuil de;Serlon;, si strictement observé et qui fut, quand on en vit
05 - À un dîner d'athées;je n'allai pas beaucoup au château de;Savigny;... Qu'y serais -je allé faire ?... On s'y
05 - À un dîner d'athées;comte. Politesse doublée de curiosité éternelle.;Serlon;me recevait ici ou là, selon l'occurrence et où il
05 - À un dîner d'athées;Malgré sa gravité et ses vêtements noirs,;Serlon;avait dans les yeux l'incoercible expression d'une immense félicité.
05 - À un dîner d'athées;, il s'était aperçu que je reconnaissais;Hauteclaire;, mais que j'avais pris le parti de ne pas la
05 - À un dîner d'athées;et extérieures, la voix du comte de;Savigny;, pour les dire, n'était pas la même voix qu'
05 - À un dîner d'athées;lui sortir de la poitrine. Quant à;Hauteclaire;(toujours Eulalie, et au château, ainsi que me l'
05 - À un dîner d'athées;la poitrine. Quant à Hauteclaire (toujours;Eulalie;, et au château, ainsi que me l'avait dit le
05 - À un dîner d'athées;quinze mille lieues au-dessus de l'air de;Serlon;! Je n'en passai pas moins sans lui donner signe de
05 - À un dîner d'athées;lui donner signe de politesse, car si;Louis;XIV saluait les femmes de chambre dans les escaliers, ce n'
05 - À un dîner d'athées;heureux, qu'elle a dû donner à;Serlon;, qui d'abord, lui, ne l'avait pas,
05 - À un dîner d'athées;ils le perdent, -- fit le docteur;Torty;, gaillard, mais profond, -- je les ai vus,
05 - À un dîner d'athées;revinrent mariés, elle, authentiquement comtesse de;Savigny;, et lui, absolument déshonoré par un mariage avec une servante
05 - À un dîner d'athées;les planta là, dans leur château de;Savigny;. On leur tourna le dos. On les laissa se repaître
05 - À un dîner d'athées;"son plateau ! "" Je ne suis plus";Eulalie;", -- me dit -elle ; -- je suis Hauteclaire, Hauteclaire"
05 - À un dîner d'athées;"-- me dit -elle ; -- je suis";Hauteclaire;", Hauteclaire heureuse d'avoir été servante pour lui... "" Je"
05 - À un dîner d'athées;"dit -elle ; -- je suis Hauteclaire,";Hauteclaire;"heureuse d'avoir été servante pour lui... "" Je pensais qu'"
05 - À un dîner d'athées;le seul du pays qui fût allé à;Savigny;, quand ils y revinrent, j'avais toute honte bue,
05 - À un dîner d'athées;, que je ne serais pas revenu à;Savigny;si je n'avais tenu à étudier microscopiquement leur incroyable bonheur,
05 - À un dîner d'athées;sérieux de la plaisanterie de mon vieux camarade;Broussais;", quand il disait de la conscience : "" Voilà trente ans"
05 - À un dîner d'athées;, -- continua ce vieux diable de docteur;Torty;, comme s'il eût lu dans ma pensée, -- que
05 - À un dîner d'athées;qui nie carrément la conscience comme la niait;Broussais;. Il n'y a pas de thèse ici. Je ne
05 - À un dîner d'athées;longtemps. Le comte et la comtesse de;Savigny;refont tous les jours, sans y penser, le magnifique chapitre
05 - À un dîner d'athées;l'amour dans le mariage de Mme de;Staël;, ou les vers plus magnifiques encore du Paradis perdu dans Milton
05 - À un dîner d'athées;vers plus magnifiques encore du Paradis perdu dans;Milton;. Pour mon compte, à moi, je n'ai jamais
05 - À un dîner d'athées;"Pointe-au-corps ; mais c'est le comte de";Savigny;qui est avec elle, et les femmes du pays, qui
05 - À un dîner d'athées;rêveuses... Le comte et la comtesse de;Savigny;"ne voyagent point ; ils viennent quelquefois à Paris, mais ils"
05 - À un dîner d'athées;"ne voyagent point ; ils viennent quelquefois à";Paris;, mais ils n'y restent que quelques jours. Leur vie
05 - À un dîner d'athées;concentre donc tout entière dans ce château de;Savigny;, qui fut le théâtre d'un crime dont ils ont peut-être
05 - À un dîner d'athées;docteur ? -- lui dis -je. --;Ah;! -- fit le docteur Torty, -- vous croyez que c'
05 - À un dîner d'athées;. -- Ah ! -- fit le docteur;Torty;, -- vous croyez que c'est là qu'est la fêlure
05 - À un dîner d'athées;qu'est la fêlure, la revanche du;Sort;, et ce que vous appelez la vengeance ou la justice de
05 - À un dîner d'athées;. Un jour, je le dis à;Hauteclaire;: « -- Vous n'êtes donc pas triste de n'avoir
05 - À un dîner d'athées;-- fit -elle impérieusement. J'aimerais moins;Serlon;. Les enfants, -- ajouta-t -elle avec une espèce de mépris
05 - À un dîner d'athées;les femmes malheureuses ! » Et le docteur;Torty;finit brusquement son histoire sur ce mot, qu'il croyait profond
05 - À un dîner d'athées;-je, -- on s'intéresse à cette;Hauteclaire;. Sans son crime, je comprendrais l'amour de Serlon.
05 - À un dîner d'athées;son crime, je comprendrais l'amour de;Serlon;. -- Et peut-être même avec son crime ! » -- dit
05 - À un dîner d'athées;cartes d'une partie de whist I --;Vous;moquez -vous de nous, monsieur, avec une pareille histoire ?
05 - À un dîner d'athées;... (À une soirée chez le prince;T;...) J'étais, un soir de l'été dernier,
05 - À un dîner d'athées;une soirée chez le prince T...);J';étais, un soir de l'été dernier, chez la baronne
05 - À un dîner d'athées;l'été dernier, chez la baronne de;Mascranny;, une des femmes de Paris qui aiment le plus l'esprit
05 - À un dîner d'athées;baronne de Mascranny, une des femmes de;Paris;qui aiment le plus l'esprit comme on en avait autrefois,
05 - À un dîner d'athées;parmi nous. Est -ce que dernièrement l';Esprit;ne s'est pas changé en une bête à prétention qu'on
05 - À un dîner d'athées;une bête à prétention qu'on appelle l';Intelligence;?... La baronne de Mascranny est, par son mari,
05 - À un dîner d'athées;appelle l'Intelligence ?... La baronne de;Mascranny;est, par son mari, d'une ancienne et très illustre
05 - À un dîner d'athées;ancienne et très illustre famille, originaire des;Grisons;. Elle porte, comme tout le monde le sait, de
05 - À un dîner d'athées;ont été octroyées par plusieurs souverains de l';Europe;à la famille de Mascranny, en récompense des services qu'elle
05 - À un dîner d'athées;souverains de l'Europe à la famille de;Mascranny;, en récompense des services qu'elle leur a rendus à différentes
05 - À un dîner d'athées;l'histoire. Si les souverains de l';Europe;n'avaient pas aujourd'hui de bien autres affaires à démêler, ils
05 - À un dîner d'athées;manières de son nom, la baronne de;Mascranny;a fait de son salon une espèce de Coblentz délicieux où s'
05 - À un dîner d'athées;a fait de son salon une espèce de;Coblentz;délicieux où s'est réfugiée la conversation d'autrefois, la dernière
05 - À un dîner d'athées;Là, comme dans les rares maisons de;Paris;où l'on a conservé les grandes traditions de la causerie,
05 - À un dîner d'athées;un talent bien supérieur à celui de Mlle;Mars;, la reine du monosyllabe à la scène, mais qu'on
05 - À un dîner d'athées;mais qu'on eût lestement détrônée au faubourg;Saint-Germain;", si elle avait pu y paraître ; car les femmes y"
05 - À un dîner d'athées;. Quand j'entrai chez la baronne de;Mascranny;, il s'y trouvait assez du monde qu'elle appelle ses
05 - À un dîner d'athées;pays. Il y a parmi eux des;Anglais;", des Polonais, des Russes ; mais ce sont tous des"
05 - À un dîner d'athées;y a parmi eux des Anglais, des;Polonais;", des Russes ; mais ce sont tous des Français pour le"
05 - À un dîner d'athées;eux des Anglais, des Polonais, des;Russes;"; mais ce sont tous des Français pour le langage et par"
05 - À un dîner d'athées;"des Russes ; mais ce sont tous des";Français;pour le langage et par ce tour d'esprit et de manières
05 - À un dîner d'athées;n'est- ce donc pas tout ?...;Du;reste, il fallait qu'on eût déjà beaucoup causé sur ce
05 - À un dîner d'athées;éclatant et velouté de la belle comtesse de;Damnaglia;, qui mordait du bout de sa lèvre l'extrémité de son
05 - À un dîner d'athées;sur lequel elle est éternellement couchée, comme;Cléopâtre;, formait l'agrafe. Une croisée ouverte laissait voir un pan
05 - À un dîner d'athées;air était si pur et le quai d';Orsay;si profondément silencieux, à ce moment -là, qu'elles ne
05 - À un dîner d'athées;l'abri des épaules de la comtesse de;Damnaglia;, -- sont des réalités qu'on a touchées du coude,
05 - À un dîner d'athées;On peut dire souvent du roman ce que;Molière;"disait de la vertu : "" Où diable va-t -il se nicher"
05 - À un dîner d'athées;"diable va-t -il se nicher ?... """;Là;où on le croit le moins, on le trouve ! Moi
05 - À un dîner d'athées;une de ces sanglantes comédies, comme disait;Pascal;, mais représentées à huis clos, derrière une toile de manoeuvre
05 - À un dîner d'athées;on pouvait l'embrasser tout entier. »;Ici;, il fit une légère pause. Il exprimait un fait tellement
05 - À un dîner d'athées;la curiosité la plus vive. La jeune;Sibylle;, qui était pliée en deux aux pieds du lit de repos
05 - À un dîner d'athées;tairai, si vous le voulez, mademoiselle;Sibylle;, -- répondit celui qu'elle n'avait pas nommé, dans
05 - À un dîner d'athées;la saisissante fraîcheur de son eau. --;Sibylle;n'a pas la prétention, que je sache, d'imposer
05 - À un dîner d'athées;-- Eh bien ! contez, dit Mlle;Sophie;de Revistal, en tournant vers lui son grand oeil brun baigné
05 - À un dîner d'athées;bien ! contez, dit Mlle Sophie de;Revistal;, en tournant vers lui son grand oeil brun baigné de lumière
05 - À un dîner d'athées;l'atmosphère sympathique de ce salon ? «;J';ai été élevé en province, dit le narrateur, mis en
05 - À un dîner d'athées;plus profondément et la plus férocement aristocratique de;France;. je n'ai depuis, rien vu de pareil. Ni
05 - À un dîner d'athées;rien vu de pareil. Ni notre faubourg;Saint-Germain;, ni la place Bellecour, à Lyon, ni les trois
05 - À un dîner d'athées;Ni notre faubourg Saint-Germain, ni la place;Bellecour;, à Lyon, ni les trois ou quatre grandes villes qu'
05 - À un dîner d'athées;Saint-Germain, ni la place Bellecour, à;Lyon;, ni les trois ou quatre grandes villes qu'on cite pour
05 - À un dîner d'athées;, comme il convient à des condamnées du;Destin;. Hors de son sein, cette noblesse, pure comme l'
05 - À un dîner d'athées;, et ne voyaient qu'eux et quelques;Anglais;. Car les Anglais étaient attirés par cette petite ville qui leur
